1	-0.14654361
2	1.31096015
3	1.48E-02
4	1.224845292
5	1.257886464
6	1.656016787
7	1.389592316
8	1.281219337
9	1.056033444
10	2.455833926
11	2.474391132
12	1.083554203
13	1.744186372
14	1.638852893
15	2.705058749
16	2.427433409
17	2.34374768
18	2.351384447
19	1.594852445
20	2.043554843
21	1.029883604
22	1.735789856
23	1.769736246
24	0.449047169
25	2.075992722
26	0.48159377
27	9.84E-02
28	-0.272174493
29	0.106181709
30	0.425453649
31	0.165606863
32	0.559232685
33	-1.035527477
34	-0.560410508
35	-0.304964956
36	-1.11236337
37	-1.683040659
38	-0.843442135
39	-1.441007483
40	-0.532282363
41	-2.542463685
42	-1.503261989
43	-1.336629173
44	-1.056667589
45	-1.119118165
46	-2.205823924
47	-1.505710701
48	-1.756493272
49	-1.666953012
50	-1.848557047
51	-2.571602875
52	-1.924408617
53	-0.671430866
54	-2.10195891
55	-0.727440731
56	-1.338731025
57	-0.77113583
58	-0.881197501
59	-0.959285636
60	-0.313105528
61	-1.021594409
62	-0.800361521
63	-5.81E-02
64	0.342161015
65	-0.55606184
66	0.891701084
67	0.631531123
68	0.698483113
69	1.505157736
70	1.709059218
71	2.334518156
72	2.370433765
73	1.43851777
74	1.711582615
75	1.154612481
76	2.141632931
77	1.542873055
78	1.193424103
79	1.998786121
80	2.538212991
81	1.307007651
82	1.300892204
83	2.461145204
84	2.545881183
85	2.366829654
86	1.040318806
87	0.393702377
88	1.128492481
89	1.857129188
90	1.525421646
91	0.554916417
92	1.134513951
93	0.272164049
94	-0.460966758
95	-0.954652801
96	7.40E-02
97	-1.12777749
98	-1.592174027
99	-0.329603226
100	-0.600150893
