1	-4.92E-02
2	0.245098606
3	-0.127521427
4	-5.19E-02
5	0.585387678
6	1.192126167
7	2.125483795
8	1.657751751
9	2.437740041
10	0.728954236
11	2.111382766
12	1.63436091
13	1.047244869
14	2.953212821
15	2.56629828
16	2.75806909
17	1.732281476
18	1.02294158
19	1.356259569
20	1.370710373
21	1.686060987
22	0.876286691
23	0.559808407
24	1.338607709
25	2.123726351
26	0.504986448
27	0.786208164
28	0.699965803
29	1.082581219
30	3.66E-02
31	0.829233255
32	0.56721061
33	-1.33E-03
34	-1.20334854
35	-0.305661228
36	-0.876644927
37	-0.35499589
38	-1.136018165
39	-1.299206158
40	-1.15816016
41	-2.020806039
42	-1.694300891
43	-1.73693256
44	-2.356728511
45	-2.091170136
46	-1.03381463
47	-1.254154161
48	-1.608149063
49	-2.790849632
50	-2.311838281
51	-2.357685519
52	-0.84270315
53	-0.7864109
54	-1.234468853
55	-1.286837148
56	-0.610821386
57	-1.33356161
58	-1.608638523
59	0.235226228
60	-0.772028828
61	-9.40E-02
62	0.178753078
63	1.005596396
64	-0.19082117
65	0.861650017
66	1.577890232
67	0.273135255
68	1.829465482
69	1.802001299
70	1.518015083
71	0.770222901
72	0.879308199
73	1.924908135
74	2.325988803
75	1.962771855
76	2.823989604
77	1.423588349
78	1.945985972
79	1.535609807
80	2.047425666
81	1.486275668
82	2.210888792
83	0.917909
84	1.581532851
85	0.735967203
86	1.740263594
87	2.243760992
88	0.236280732
89	0.536738647
90	1.474033422
91	0.655746233
92	0.973640415
93	-0.738161258
94	-0.291760681
95	-1.126719801
96	-1.072951773
97	-1.422054805
98	-1.280773808
99	-0.816609701
100	-0.604361937
